Base License Number,Wave Number,Base Name,DBA,Years,Week Number,Pickup Start Date,Pickup End Date,Total Dispatched Trips,Unique Dispatched Vehicle
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,30,7/17/2016,7/23/2016,3729,75
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,30,7/17/2016,7/23/2016,142721,3074
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,9,2/21/2016,2/27/2016,71631,1595
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,48,11/20/2016,11/26/2016,21714,484
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,16,4/10/2016,4/16/2016,67357,1481
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,11,3/6/2016,3/12/2016,2052,43
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,31,7/24/2016,7/30/2016,27034,1024
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,51,12/11/2016,12/17/2016,19226,354
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,46,11/6/2016,11/12/2016,15951,302
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,33,8/7/2016,8/13/2016,108462,2348
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,24,6/5/2016,6/11/2016,15373,638
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,10,2/28/2016,3/5/2016,1025,27
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,27,6/26/2016,7/2/2016,2456,69
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,13,3/20/2016,3/26/2016,61385,1470
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,51,12/11/2016,12/17/2016,375202,8535
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,29,7/10/2016,7/16/2016,13851,309
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,47,11/13/2016,11/19/2016,61334,1338
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,52,12/18/2016,12/24/2016,16559,380
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,4,1/17/2016,1/23/2016,4480,123
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,8,2/14/2016,2/20/2016,1853,34
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,18,4/24/2016,4/30/2016,104502,2413
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,6,1/31/2016,2/6/2016,1296,23
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,40,9/25/2016,10/1/2016,71883,2831
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,9,2/21/2016,2/27/2016,1972,35
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,17,4/17/2016,4/23/2016,9934,246
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,38,9/11/2016,9/17/2016,27104,607
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,42,10/9/2016,10/15/2016,9872,508
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,50,12/4/2016,12/10/2016,65864,1319
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,7,2/7/2016,2/13/2016,75073,1624
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,49,11/27/2016,12/3/2016,26944,587
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,53,12/25/2016,12/31/2016,15393,367
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,20,5/8/2016,5/14/2016,8929,200
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,44,10/23/2016,10/29/2016,16827,300
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,47,11/13/2016,11/19/2016,7967,161
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,16,4/10/2016,4/16/2016,94487,2094
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,12,3/13/2016,3/19/2016,62069,1403
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,52,12/18/2016,12/24/2016,12371,271
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,44,10/23/2016,10/29/2016,6075,120
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,23,5/29/2016,6/4/2016,69166,1848
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,1,1/1/2016,1/2/2016,5879,427
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,33,8/7/2016,8/13/2016,8703,168
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,43,10/16/2016,10/22/2016,13077,255
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,50,12/4/2016,12/10/2016,124333,2335
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,44,10/23/2016,10/29/2016,61869,1385
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,35,8/21/2016,8/27/2016,295691,8433
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,5,1/24/2016,1/30/2016,1672,33
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,48,11/20/2016,11/26/2016,11913,310
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,31,7/24/2016,7/30/2016,3836,64
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,42,10/9/2016,10/15/2016,19505,397
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,34,8/14/2016,8/20/2016,127140,2968
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,50,12/4/2016,12/10/2016,29219,518
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,3,1/10/2016,1/16/2016,65889,1704
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,53,12/25/2016,12/31/2016,39582,1163
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,14,3/27/2016,4/2/2016,1026,24
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,14,3/27/2016,4/2/2016,254165,5690
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,31,7/24/2016,7/30/2016,17845,361
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,28,7/3/2016,7/9/2016,61969,1594
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,33,8/7/2016,8/13/2016,3907,77
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,3,1/10/2016,1/16/2016,4497,119
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,12,3/13/2016,3/19/2016,12811,291
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,32,7/31/2016,8/6/2016,16533,366
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,26,6/19/2016,6/25/2016,1528,35
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,29,7/10/2016,7/16/2016,139567,3109
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,23,5/29/2016,6/4/2016,1139,29
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,50,12/4/2016,12/10/2016,14068,304
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,43,10/16/2016,10/22/2016,10796,491
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,30,7/17/2016,7/23/2016,5641,99
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,51,12/11/2016,12/17/2016,24179,453
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,43,10/16/2016,10/22/2016,132380,3064
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,41,10/2/2016,10/8/2016,25353,609
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,52,12/18/2016,12/24/2016,20860,474
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,50,12/4/2016,12/10/2016,16957,353
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,49,11/27/2016,12/3/2016,21959,458
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,51,12/11/2016,12/17/2016,89608,1707
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,29,7/10/2016,7/16/2016,62829,1487
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,1,1/1/2016,1/2/2016,750,44
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,42,10/9/2016,10/15/2016,220325,5255
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,22,5/22/2016,5/28/2016,2848,62
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,13,3/20/2016,3/26/2016,21480,503
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,3,1/10/2016,1/16/2016,56595,1505
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,36,8/28/2016,9/3/2016,9216,178
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,17,4/17/2016,4/23/2016,2888,62
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,4,1/17/2016,1/23/2016,806,18
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,27,6/26/2016,7/2/2016,17204,418
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,45,10/30/2016,11/5/2016,26398,502
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,36,8/28/2016,9/3/2016,84967,2970
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,43,10/16/2016,10/22/2016,57566,1375
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,6,1/31/2016,2/6/2016,50379,1161
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,24,6/5/2016,6/11/2016,22391,483
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,20,5/8/2016,5/14/2016,1196,29
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,30,7/17/2016,7/23/2016,3348,76
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,13,3/20/2016,3/26/2016,11590,284
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,7,2/7/2016,2/13/2016,25910,534
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,46,11/6/2016,11/12/2016,219109,4783
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,3,1/10/2016,1/16/2016,8758,237
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,12,3/13/2016,3/19/2016,22244,498
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,14,3/27/2016,4/2/2016,14723,703
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,14,3/27/2016,4/2/2016,302965,7572
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,7,2/7/2016,2/13/2016,17305,730
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,36,8/28/2016,9/3/2016,51974,1318
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,7,2/7/2016,2/13/2016,2390,36
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,2,1/3/2016,1/9/2016,7540,229
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,52,12/18/2016,12/24/2016,15991,400
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,27,6/26/2016,7/2/2016,14671,416
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,45,10/30/2016,11/5/2016,26531,610
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,14,3/27/2016,4/2/2016,121397,2534
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,40,9/25/2016,10/1/2016,133592,3105
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,5,1/24/2016,1/30/2016,8114,219
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,11,3/6/2016,3/12/2016,2723,73
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,3,1/10/2016,1/16/2016,247858,6136
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,21,5/15/2016,5/21/2016,80316,1659
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,39,9/18/2016,9/24/2016,12081,291
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,17,4/17/2016,4/23/2016,11212,287
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,40,9/25/2016,10/1/2016,11702,509
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,6,1/31/2016,2/6/2016,16157,732
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,14,3/27/2016,4/2/2016,79576,1676
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,20,5/8/2016,5/14/2016,66526,1467
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,16,4/10/2016,4/16/2016,126308,2524
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,42,10/9/2016,10/15/2016,109253,2396
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,7,2/7/2016,2/13/2016,3331,61
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,21,5/15/2016,5/21/2016,15765,331
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,24,6/5/2016,6/11/2016,39450,934
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,28,7/3/2016,7/9/2016,2618,53
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,45,10/30/2016,11/5/2016,58628,1389
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,15,4/3/2016,4/9/2016,3434,69
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,15,4/3/2016,4/9/2016,1744,35
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,18,4/24/2016,4/30/2016,70671,1843
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,38,9/11/2016,9/17/2016,12290,278
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,36,8/28/2016,9/3/2016,8522,186
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,30,7/17/2016,7/23/2016,14208,312
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,50,12/4/2016,12/10/2016,87836,1704
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,21,5/15/2016,5/21/2016,2910,60
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,18,4/24/2016,4/30/2016,2368,41
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,14,3/27/2016,4/2/2016,11457,285
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,2,1/3/2016,1/9/2016,1432,33
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,16,4/10/2016,4/16/2016,12105,269
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,23,5/29/2016,6/4/2016,70806,1623
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,53,12/25/2016,12/31/2016,32065,720
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,10,2/28/2016,3/5/2016,23277,531
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,35,8/21/2016,8/27/2016,7593,159
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,2,1/3/2016,1/9/2016,26350,755
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,44,10/23/2016,10/29/2016,253138,5336
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,49,11/27/2016,12/3/2016,159947,3423
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,24,6/5/2016,6/11/2016,313544,7586
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,34,8/14/2016,8/20/2016,56399,1397
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,23,5/29/2016,6/4/2016,282635,7396
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,47,11/13/2016,11/19/2016,10027,448
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,19,5/1/2016,5/7/2016,24124,498
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,8,2/14/2016,2/20/2016,8111,207
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,47,11/13/2016,11/19/2016,16552,361
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,4,1/17/2016,1/23/2016,1101,24
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,45,10/30/2016,11/5/2016,11158,502
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,24,6/5/2016,6/11/2016,2812,60
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,51,12/11/2016,12/17/2016,67559,1315
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,32,7/31/2016,8/6/2016,131311,3064
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,40,9/25/2016,10/1/2016,78163,1751
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,49,11/27/2016,12/3/2016,8274,154
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,49,11/27/2016,12/3/2016,140148,3095
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,43,10/16/2016,10/22/2016,117135,2426
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,13,3/20/2016,3/26/2016,9670,233
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,26,6/19/2016,6/25/2016,21246,490
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,49,11/27/2016,12/3/2016,26781,500
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,18,4/24/2016,4/30/2016,1060,24
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,16,4/10/2016,4/16/2016,3194,57
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,46,11/6/2016,11/12/2016,3216,64
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,48,11/20/2016,11/26/2016,9249,450
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,38,9/11/2016,9/17/2016,18514,395
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,29,7/10/2016,7/16/2016,3055,51
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,47,11/13/2016,11/19/2016,18179,391
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,22,5/22/2016,5/28/2016,1150,29
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,31,7/24/2016,7/30/2016,315601,7549
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,6,1/31/2016,2/6/2016,68057,1668
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,37,9/4/2016,9/10/2016,2417,48
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,5,1/24/2016,1/30/2016,4735,119
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,53,12/25/2016,12/31/2016,99165,2852
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,40,9/25/2016,10/1/2016,17206,345
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,30,7/17/2016,7/23/2016,1639,37
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,18,4/24/2016,4/30/2016,2306,40
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,17,4/17/2016,4/23/2016,8324,176
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,22,5/22/2016,5/28/2016,1510,31
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,45,10/30/2016,11/5/2016,21882,421
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,42,10/9/2016,10/15/2016,5567,111
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,29,7/10/2016,7/16/2016,5068,95
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,13,3/20/2016,3/26/2016,300434,7526
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,38,9/11/2016,9/17/2016,115010,2435
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,6,1/31/2016,2/6/2016,12585,332
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,41,10/2/2016,10/8/2016,286365,8160
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,25,6/12/2016,6/18/2016,1661,32
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,22,5/22/2016,5/28/2016,1614,40
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,52,12/18/2016,12/24/2016,30429,558
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,16,4/10/2016,4/16/2016,23187,497
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,41,10/2/2016,10/8/2016,18387,424
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,44,10/23/2016,10/29/2016,61024,2433
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,53,12/25/2016,12/31/2016,14637,302
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,4,1/17/2016,1/23/2016,242596,6068
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,38,9/11/2016,9/17/2016,56711,1423
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,47,11/13/2016,11/19/2016,24257,461
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,43,10/16/2016,10/22/2016,23034,430
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,46,11/6/2016,11/12/2016,22112,422
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,10,2/28/2016,3/5/2016,26,2
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,25,6/12/2016,6/18/2016,21867,491
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,1,1/1/2016,1/2/2016,3702,458
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,52,12/18/2016,12/24/2016,15902,348
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,16,4/10/2016,4/16/2016,6894,153
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,40,9/25/2016,10/1/2016,13847,329
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,53,12/25/2016,12/31/2016,25267,503
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,48,11/20/2016,11/26/2016,200879,4774
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,40,9/25/2016,10/1/2016,14843,307
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,20,5/8/2016,5/14/2016,22433,501
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,43,10/16/2016,10/22/2016,61467,2546
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,36,8/28/2016,9/3/2016,1736,45
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,1,1/1/2016,1/2/2016,689,43
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,30,7/17/2016,7/23/2016,4356,82
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,47,11/13/2016,11/19/2016,54606,1279
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,27,6/26/2016,7/2/2016,12927,330
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,52,12/18/2016,12/24/2016,51409,1272
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,34,8/14/2016,8/20/2016,3618,76
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,29,7/10/2016,7/16/2016,27281,605
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,25,6/12/2016,6/18/2016,14749,328
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,47,11/13/2016,11/19/2016,28916,513
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,47,11/13/2016,11/19/2016,47565,994
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,53,12/25/2016,12/31/2016,7565,394
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,41,10/2/2016,10/8/2016,3467,78
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,41,10/2/2016,10/8/2016,120678,2828
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,32,7/31/2016,8/6/2016,3471,80
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,23,5/29/2016,6/4/2016,9078,232
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,20,5/8/2016,5/14/2016,125800,2858
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,14,3/27/2016,4/2/2016,2339,39
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,44,10/23/2016,10/29/2016,29762,596
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,37,9/4/2016,9/10/2016,76820,1621
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,20,5/8/2016,5/14/2016,2052,39
